source,author,title,description,url,publishedAt,content
ETF Daily News,MarketBeat News,Hemenway Trust Co LLC Sells 316 Shares of JPMorgan Chase & Co. (NYSE:JPM),"Hemenway Trust Co LLC reduced its holdings in shares of JPMorgan Chase & Co. (NYSE:JPM) by 2.9% during the third quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission (SEC). The institutional investor owne…",https://www.etfdailynews.com/2024/11/17/hemenway-trust-co-llc-sells-316-shares-of-jpmorgan-chase-co-nysejpm/,2024-11-17T10:58:59Z,"Hemenway Trust Co LLC reduced its holdings in shares of JPMorgan Chase &amp; Co. (NYSE:JPM) by 2.9% during the third quarter, according to the company in its most recent disclosure with the Securitie… [+6196 chars]"
ETF Daily News,MarketBeat News,JPMorgan Chase & Co. Forecasts Strong Price Appreciation for Williams-Sonoma (NYSE:WSM) Stock,"Williams-Sonoma (NYSE:WSM – Free Report) had its price target raised by JPMorgan Chase & Co. from $136.00 to $145.00 in a research note released on Tuesday,Benzinga reports. They currently have a neutral rating on the specialty retailer’s stock. Other analyst…",https://www.etfdailynews.com/2024/11/20/jpmorgan-chase-co-forecasts-strong-price-appreciation-for-williams-sonoma-nysewsm-stock/,2024-11-20T09:44:51Z,"Williams-Sonoma (NYSE:WSM – Free Report) had its price target raised by JPMorgan Chase &amp; Co. from $136.00 to $145.00 in a research note released on Tuesday,Benzinga reports. They currently have a… [+6360 chars]"
ETF Daily News,MarketBeat News,JPMorgan Chase & Co. (NYSE:JPM) Shares Sold by Central Asset Investments & Management Holdings HK Ltd,"Central Asset Investments & Management Holdings HK Ltd lowered its position in JPMorgan Chase & Co. (NYSE:JPM) by 87.9% in the third quarter, according to the company in its most recent Form 13F filing with the Securities & Exchange Commission. The firm owned…",https://www.etfdailynews.com/2024/11/20/jpmorgan-chase-co-nysejpm-shares-sold-by-central-asset-investments-management-holdings-hk-ltd/,2024-11-20T11:44:51Z,"Central Asset Investments &amp; Management Holdings HK Ltd lowered its position in JPMorgan Chase &amp; Co. (NYSE:JPM) by 87.9% in the third quarter, according to the company in its most recent Form … [+6381 chars]"
ETF Daily News,MarketBeat News,Buck Wealth Strategies LLC Has $8.57 Million Holdings in JPMorgan Chase & Co. (NYSE:JPM),"Buck Wealth Strategies LLC trimmed its holdings in shares of JPMorgan Chase & Co. (NYSE:JPM) by 10.9% during the 3rd quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The institutional investor …",https://www.etfdailynews.com/2024/11/18/buck-wealth-strategies-llc-has-8-57-million-holdings-in-jpmorgan-chase-co-nysejpm/,2024-11-18T10:43:14Z,"Buck Wealth Strategies LLC trimmed its holdings in shares of JPMorgan Chase &amp; Co. (NYSE:JPM) by 10.9% during the 3rd quarter, according to the company in its most recent 13F filing with the Secur… [+6450 chars]"
ETF Daily News,MarketBeat News,Victory Capital Management Inc. Trims Stock Holdings in JPMorgan Chase & Co. (NYSE:JPM),"Victory Capital Management Inc. reduced its stake in JPMorgan Chase & Co. (NYSE:JPM – Free Report) by 3.6% during the 3rd quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The firm owned 2,724,210 shares …",https://www.etfdailynews.com/2024/11/18/victory-capital-management-inc-trims-stock-holdings-in-jpmorgan-chase-co-nysejpm/,2024-11-18T09:09:31Z,"Victory Capital Management Inc. reduced its stake in JPMorgan Chase &amp; Co. (NYSE:JPM – Free Report) by 3.6% during the 3rd quarter, according to the company in its most recent filing with the Secu… [+6256 chars]"
ETF Daily News,MarketBeat News,Spinnaker Investment Group LLC Raises Position in JPMorgan Chase & Co. (NYSE:JPM),"Spinnaker Investment Group LLC lifted its position in JPMorgan Chase & Co. (NYSE:JPM) by 1.6% in the 3rd quarter, according to its most recent 13F filing with the Securities and Exchange Commission. The fund owned 4,897 shares of the financial services provid…",https://www.etfdailynews.com/2024/11/21/spinnaker-investment-group-llc-raises-position-in-jpmorgan-chase-co-nysejpm/,2024-11-21T08:58:53Z,"Spinnaker Investment Group LLC lifted its position in JPMorgan Chase &amp; Co. (NYSE:JPM) by 1.6% in the 3rd quarter, according to its most recent 13F filing with the Securities and Exchange Commissi… [+6240 chars]"
ETF Daily News,MarketBeat News,"Taylor Morrison Home Enters into Accelerated Share Repurchase Agreement with JPMorgan Chase Bank, National Association","On November 14, 2024, Taylor Morrison Home Corporation announced that it has entered into an accelerated share repurchase agreement (ASR Agreement) with JPMorgan Chase Bank, National Association. The agreement is part of the company’s previously disclosed $1 …",https://www.etfdailynews.com/2024/11/19/taylor-morrison-home-enters-into-accelerated-share-repurchase-agreement-with-jpmorgan-chase-bank-national-association/,2024-11-19T07:48:43Z,"On November 14, 2024, Taylor Morrison Home Corporation announced that it has entered into an accelerated share repurchase agreement (ASR Agreement) with JPMorgan Chase Bank, National Association. The… [+1808 chars]"
ETF Daily News,MarketBeat News,"Baker Hughes (NASDAQ:BKR) Stock Price Expected to Rise, Citigroup Analyst Says","Baker Hughes (NASDAQ:BKR – Free Report) had its price target lifted by Citigroup from $42.00 to $50.00 in a report issued on Thursday,Benzinga reports. They currently have a buy rating on the stock. BKR has been the topic of several other reports. JPMorgan Ch…",https://www.etfdailynews.com/2024/11/17/baker-hughes-nasdaqbkr-stock-price-expected-to-rise-citigroup-analyst-says/,2024-11-17T07:30:44Z,"Baker Hughes (NASDAQ:BKR – Free Report) had its price target lifted by Citigroup from $42.00 to $50.00 in a report issued on Thursday,Benzinga reports. They currently have a buy rating on the stock.
… [+5079 chars]"
ETF Daily News,MarketBeat News,Shore Capital Reaffirms Buy Rating for Experian (LON:EXPN),"Shore Capital reiterated their buy rating on shares of Experian (LON:EXPN – Free Report) in a research report released on Wednesday morning, MarketBeat Ratings reports. Separately, JPMorgan Chase & Co. restated an “overweight” rating on shares of Experian in …",https://www.etfdailynews.com/2024/11/17/shore-capital-reaffirms-buy-rating-for-experian-lonexpn/,2024-11-17T07:14:47Z,"Shore Capital reiterated their buy rating on shares of Experian (LON:EXPN – Free Report) in a research report released on Wednesday morning, MarketBeat Ratings reports.
Separately, JPMorgan Chase &a… [+2021 chars]"
ETF Daily News,MarketBeat News,Vertex Pharmaceuticals (NASDAQ:VRTX) Raised to “Strong-Buy” at Citigroup,"Citigroup upgraded shares of Vertex Pharmaceuticals (NASDAQ:VRTX – Free Report) to a strong-buy rating in a report published on Wednesday,Zacks.com reports. VRTX has been the topic of several other research reports. JPMorgan Chase & Co. dropped their price ob…",https://www.etfdailynews.com/2024/11/16/vertex-pharmaceuticals-nasdaqvrtx-raised-to-strong-buy-at-citigroup/,2024-11-16T06:30:44Z,"Citigroup upgraded shares of Vertex Pharmaceuticals (NASDAQ:VRTX – Free Report) to a strong-buy rating in a report published on Wednesday,Zacks.com reports.
VRTX has been the topic of several other … [+5363 chars]"
ETF Daily News,MarketBeat News,AtriCure (ATRC) – Research Analysts’ Recent Ratings Changes,Several analysts have recently updated their ratings and price targets for AtriCure (NASDAQ: ATRC): 10/30/2024 – AtriCure had its price target raised by analysts at JPMorgan Chase & Co. from $30.00 to $40.00. They now have an “overweight” rating on the stock.…,https://www.etfdailynews.com/2024/11/19/atricure-atrc-research-analysts-recent-ratings-changes/,2024-11-19T06:36:43Z,"Several analysts have recently updated their ratings and price targets for AtriCure (NASDAQ: ATRC):
<ul><li>10/30/2024 – AtriCure had its price target raised by analysts at JPMorgan Chase &amp; Co. … [+4245 chars]"
ETF Daily News,MarketBeat News,Walt Disney (NYSE:DIS) Price Target Raised to $110.00,"Walt Disney (NYSE:DIS – Free Report) had its price target boosted by Macquarie from $91.00 to $110.00 in a research note published on Friday,Benzinga reports. The firm currently has a neutral rating on the entertainment giant’s stock. A number of other equiti…",https://www.etfdailynews.com/2024/11/18/walt-disney-nysedis-price-target-raised-to-110-00/,2024-11-18T09:49:14Z,"Walt Disney (NYSE:DIS – Free Report) had its price target boosted by Macquarie from $91.00 to $110.00 in a research note published on Friday,Benzinga reports. The firm currently has a neutral rating … [+4243 chars]"
ETF Daily News,MarketBeat News,Starwood Property Trust (NYSE:STWD) Price Target Raised to $20.00,"Starwood Property Trust (NYSE:STWD – Free Report) had its target price raised by UBS Group from $19.50 to $20.00 in a report released on Friday,Benzinga reports. They currently have a neutral rating on the real estate investment trust’s stock. Other equities …",https://www.etfdailynews.com/2024/11/18/starwood-property-trust-nysestwd-price-target-raised-to-20-00/,2024-11-18T09:13:13Z,"Starwood Property Trust (NYSE:STWD – Free Report) had its target price raised by UBS Group from $19.50 to $20.00 in a report released on Friday,Benzinga reports. They currently have a neutral rating … [+5122 chars]"
ETF Daily News,MarketBeat News,Linde’s (LIN) Hold Rating Reaffirmed at Erste Group Bank,"Linde (NASDAQ:LIN – Get Free Report)‘s stock had its “hold” rating reissued by Erste Group Bank in a research report issued on Tuesday,Benzinga reports. Several other research firms have also recently weighed in on LIN. JPMorgan Chase & Co. upped their target…",https://www.etfdailynews.com/2024/11/21/lindes-lin-hold-rating-reaffirmed-at-erste-group-bank/,2024-11-21T13:44:43Z,"Linde (NASDAQ:LIN – Get Free Report)‘s stock had its “hold” rating reissued by Erste Group Bank in a research report issued on Tuesday,Benzinga reports.
Several other research firms have also recent… [+4196 chars]"
Bangkok Post,Bloomberg,Bitcoin rebounds from largest retreat since US election,<p>Bitcoin recovered from its biggest two-day retreat since the US election in choppy trading that reflects shifting assessments of the impact of President-elect Donald Trump&rsquo;s policy agenda.</p>,https://www.bangkokpost.com/business/investment/2904233/bitcoin-rebounds-from-largest-retreat-since-us-election,2024-11-18T09:49:00Z,"Bitcoin recovered from its biggest two-day retreat since the US election in choppy trading that reflects shifting assessments of the impact of President-elect Donald Trump’s policy agenda.
The digit… [+2295 chars]"
ETF Daily News,MarketBeat News,StockNews.com Begins Coverage on Marathon Oil (NYSE:MRO),StockNews.com began coverage on shares of Marathon Oil (NYSE:MRO – Free Report) in a research report report published on Friday. The firm issued a buy rating on the oil and gas producer’s stock. Several other research analysts also recently issued reports on …,https://www.etfdailynews.com/2024/11/19/stocknews-com-begins-coverage-on-marathon-oil-nysemro-2/,2024-11-19T07:26:48Z,"StockNews.com began coverage on shares of Marathon Oil (NYSE:MRO – Free Report) in a research report report published on Friday. The firm issued a buy rating on the oil and gas producer’s stock.
Sev… [+5639 chars]"
